Timestep,Branch,Current(A),P(kW),Q(kvar),Losses(kW)
2012-07-07 06:00:00,line_001_002,"[1.3235, 1.3391, 0.2242]",0.3498,0.1081,0.0
2012-07-07 06:00:00,line_002_003,"[0.8799, 0.8799, 0.2242]",0.2409,0.0734,0.0
2012-07-07 06:00:00,line_003_004,"[0.5622, 0.547, 0.2242]",0.1613,0.0476,0.0
2012-07-07 06:00:00,line_004_005,"[0.4129, 0.2905, 0.1294]",0.098,0.0284,0.0
2012-07-07 06:30:00,line_001_002,"[1.3309, 1.331, 0.0]",0.3177,0.1157,0.0
2012-07-07 06:30:00,line_002_003,"[0.4512, 0.4512, 0.0]",0.1076,0.0394,0.0
2012-07-07 06:30:00,line_003_004,"[0.3421, 0.3421, 0.0]",0.0818,0.0292,0.0
2012-07-07 06:30:00,line_004_005,"[0.1928, 0.1928, 0.0]",0.0465,0.0153,0.0
2012-07-07 07:00:00,line_001_002,"[1.3808, 1.3809, 0.0]",0.3299,0.1194,0.0001
2012-07-07 07:00:00,line_002_003,"[1.1817, 1.1818, 0.0]",0.2823,0.1021,0.0
2012-07-07 07:00:00,line_003_004,"[0.9986, 0.9987, 0.0]",0.239,0.0849,0.0
2012-07-07 07:00:00,line_004_005,"[0.5912, 0.5912, 0.0]",0.1426,0.0468,0.0
2012-07-07 07:30:00,line_001_002,"[1.1599, 1.1599, 0.0]",0.2767,0.1012,0.0
2012-07-07 07:30:00,line_002_003,"[0.8508, 0.8508, 0.0]",0.2029,0.0744,0.0
2012-07-07 07:30:00,line_003_004,"[0.6833, 0.6833, 0.0]",0.1633,0.0587,0.0
2012-07-07 07:30:00,line_004_005,"[0.3624, 0.3624, 0.0]",0.0874,0.0287,0.0
2012-07-07 08:00:00,line_001_002,"[1.2304, 1.2304, 0.0]",0.2924,0.1103,0.0
2012-07-07 08:00:00,line_002_003,"[0.957, 0.957, 0.0]",0.2271,0.0866,0.0
2012-07-07 08:00:00,line_003_004,"[0.4192, 0.4192, 0.0]",0.1001,0.0364,0.0
2012-07-07 08:00:00,line_004_005,"[0.1979, 0.1979, 0.0]",0.0477,0.0157,0.0
2012-07-07 08:30:00,line_001_002,"[0.8688, 0.8688, 0.0]",0.2063,0.0784,0.0
2012-07-07 08:30:00,line_002_003,"[0.6786, 0.6786, 0.0]",0.1609,0.0619,0.0
2012-07-07 08:30:00,line_003_004,"[0.398, 0.398, 0.0]",0.0946,0.0357,0.0
2012-07-07 08:30:00,line_004_005,"[0.1028, 0.1028, 0.0]",0.0248,0.0081,0.0
2012-07-07 09:00:00,line_001_002,"[0.8528, 0.8528, 0.0]",0.2024,0.0771,0.0
2012-07-07 09:00:00,line_002_003,"[0.6923, 0.6924, 0.0]",0.1641,0.0632,0.0
2012-07-07 09:00:00,line_003_004,"[0.4663, 0.4663, 0.0]",0.1107,0.0421,0.0
2012-07-07 09:00:00,line_004_005,"[0.1028, 0.1028, 0.0]",0.0248,0.0081,0.0
2012-07-07 09:30:00,line_001_002,"[1.0297, 1.0297, 0.0]",0.2451,0.0914,0.0
2012-07-07 09:30:00,line_002_003,"[0.7622, 0.7622, 0.0]",0.1812,0.0682,0.0
2012-07-07 09:30:00,line_003_004,"[0.6258, 0.6259, 0.0]",0.1489,0.0555,0.0
2012-07-07 09:30:00,line_004_005,"[0.2108, 0.2108, 0.0]",0.0508,0.0167,0.0
2012-07-07 10:00:00,line_001_002,"[1.2744, 1.2745, 0.0]",0.3049,0.1087,0.0
2012-07-07 10:00:00,line_002_003,"[1.0069, 1.007, 0.0]",0.241,0.0855,0.0
2012-07-07 10:00:00,line_003_004,"[0.8278, 0.8278, 0.0]",0.1987,0.0688,0.0
2012-07-07 10:00:00,line_004_005,"[0.6066, 0.6066, 0.0]",0.1463,0.0481,0.0
2012-07-07 10:30:00,line_001_002,"[2.3702, 2.3705, 0.0]",0.5703,0.1932,0.0002
2012-07-07 10:30:00,line_002_003,"[2.1741, 2.1744, 0.0]",0.5233,0.176,0.0001
2012-07-07 10:30:00,line_003_004,"[2.0963, 2.0966, 0.0]",0.5048,0.1686,0.0001
2012-07-07 10:30:00,line_004_005,"[1.9249, 1.9252, 0.0]",0.4642,0.1525,0.0001
2012-07-07 11:00:00,line_001_002,"[0.6354, 0.6355, 0.0]",0.1513,0.0564,0.0
2012-07-07 11:00:00,line_002_003,"[0.5968, 0.5968, 0.0]",0.142,0.053,0.0
2012-07-07 11:00:00,line_003_004,"[0.4215, 0.4215, 0.0]",0.1006,0.0366,0.0
2012-07-07 11:00:00,line_004_005,"[0.1928, 0.1928, 0.0]",0.0465,0.0153,0.0
2012-07-07 11:30:00,line_001_002,"[0.7195, 0.7195, 0.0]",0.1721,0.0615,0.0
2012-07-07 11:30:00,line_002_003,"[0.5917, 0.5917, 0.0]",0.1416,0.0504,0.0
