datetime,id,stdorToU,Ppower
2012-07-06 12:00:00,MAC004027,Std,0.0446333687566418
2012-07-06 12:30:00,MAC004027,Std,0.0786397449521785
2012-07-06 13:00:00,MAC004027,Std,0.0159404888416578
2012-07-06 13:30:00,MAC004027,Std,0.028692879914984
2012-07-06 14:00:00,MAC004027,Std,0.028692879914984
2012-07-06 14:30:00,MAC004027,Std,0.028692879914984
2012-07-06 15:00:00,MAC004027,Std,0.002125398512221
2012-07-06 15:30:00,MAC004027,Std,0.0276301806588735
2012-07-06 16:00:00,MAC004027,Std,0.004250797024442
2012-07-06 16:30:00,MAC004027,Std,0.0255047821466525
2012-07-06 17:00:00,MAC004027,Std,0.0106269925611052
2012-07-06 17:30:00,MAC004027,Std,0.026567481402763
2012-07-06 18:00:00,MAC004027,Std,0.1030818278427205
2012-07-06 18:30:00,MAC004027,Std,0.1137088204038257
2012-07-06 19:00:00,MAC004027,Std,0.3241232731137088
2012-07-06 19:30:00,MAC004027,Std,0.1764080765143464
2012-07-06 20:00:00,MAC004027,Std,0.1105207226354941
2012-07-06 20:30:00,MAC004027,Std,0.0765143464399574
2012-07-06 21:00:00,MAC004027,Std,0.0669500531349628
2012-07-06 21:30:00,MAC004027,Std,0.0977683315621679
2012-07-06 22:00:00,MAC004027,Std,0.0998937300743889
2012-07-06 22:30:00,MAC004027,Std,0.0201912858660998
2012-07-06 23:00:00,MAC004027,Std,0.0212539851222104
2012-07-06 23:30:00,MAC004027,Std,0.0074388947927736
2012-07-07 00:00:00,MAC004027,Std,0.0308182784272051
2012-07-07 00:30:00,MAC004027,Std,0.0053134962805526
2012-07-07 01:00:00,MAC004027,Std,0.0255047821466525
2012-07-07 01:30:00,MAC004027,Std,0.002125398512221
2012-07-07 02:00:00,MAC004027,Std,0.0276301806588735
2012-07-07 02:30:00,MAC004027,Std,0.0010626992561105
2012-07-07 03:00:00,MAC004027,Std,0.053134962805526
2012-07-07 03:30:00,MAC004027,Std,0.0478214665249734
2012-07-07 04:00:00,MAC004027,Std,0.0722635494155154
2012-07-07 04:30:00,MAC004027,Std,0.0456960680127523
2012-07-07 05:00:00,MAC004027,Std,0.0701381509032943
2012-07-07 05:30:00,MAC004027,Std,0.0085015940488841
2012-07-07 06:00:00,MAC004027,Std,0.028692879914984
2012-07-07 06:30:00,MAC004027,Std,0.002125398512221
2012-07-07 07:00:00,MAC004027,Std,0.0255047821466525
2012-07-07 07:30:00,MAC004027,Std,0.0053134962805526
2012-07-07 08:00:00,MAC004027,Std,0.0233793836344314
2012-07-07 08:30:00,MAC004027,Std,0.0074388947927736
2012-07-07 09:00:00,MAC004027,Std,0.0212539851222104
2012-07-07 09:30:00,MAC004027,Std,0.0095642933049946
2012-07-07 10:00:00,MAC004027,Std,0.028692879914984
2012-07-07 10:30:00,MAC004027,Std,0.1381509032943677
2012-07-07 11:00:00,MAC004027,Std,0.0765143464399574
2012-07-07 11:30:00,MAC004027,Std,0.0584484590860786
2012-07-07 12:00:00,MAC004027,Std,0.0584484590860786
2012-07-07 12:30:00,MAC004027,Std,0.0637619553666312
2012-07-07 13:00:00,MAC004027,Std,0.0456960680127523
2012-07-07 13:30:00,MAC004027,Std,0.0191285866099893
2012-07-07 14:00:00,MAC004027,Std,0.1137088204038257
2012-07-07 14:30:00,MAC004027,Std,0.0743889479277364
2012-07-07 15:00:00,MAC004027,Std,0.0595111583421891
2012-07-07 15:30:00,MAC004027,Std,0.0743889479277364
2012-07-07 16:00:00,MAC004027,Std,0.0573857598299681
2012-07-07 16:30:00,MAC004027,Std,0.0765143464399574
2012-07-07 17:00:00,MAC004027,Std,0.0138150903294367
2012-07-07 17:30:00,MAC004027,Std,0.026567481402763
2012-07-07 18:00:00,MAC004027,Std,0.0031880977683315
2012-07-07 18:30:00,MAC004027,Std,0.0701381509032943
2012-07-07 19:00:00,MAC004027,Std,0.0478214665249734
2012-07-07 19:30:00,MAC004027,Std,0.0712008501594049
2012-07-07 20:00:00,MAC004027,Std,0.0456960680127523
2012-07-07 20:30:00,MAC004027,Std,0.0690754516471838
2012-07-07 21:00:00,MAC004027,Std,0.181721572794899
2012-07-07 21:30:00,MAC004027,Std,0.0903294367693942
2012-07-07 22:00:00,MAC004027,Std,0.0733262486716259
2012-07-07 22:30:00,MAC004027,Std,0.0882040382571732
2012-07-07 23:00:00,MAC004027,Std,0.0722635494155154
2012-07-07 23:30:00,MAC004027,Std,0.0839532412327311
2012-07-08 00:00:00,MAC004027,Std,0.0712008501594049
2012-07-08 00:30:00,MAC004027,Std,0.0658873538788522
2012-07-08 01:00:00,MAC004027,Std,0.0584484590860786
2012-07-08 01:30:00,MAC004027,Std,0.0605738575982996
2012-07-08 02:00:00,MAC004027,Std,0.0584484590860786
2012-07-08 02:30:00,MAC004027,Std,0.0488841657810839
2012-07-08 03:00:00,MAC004027,Std,0.0170031880977683
2012-07-08 03:30:00,MAC004027,Std,0.0116896918172157
2012-07-08 04:00:00,MAC004027,Std,0.0180658873538788
2012-07-08 04:30:00,MAC004027,Std,0.0106269925611052
2012-07-08 05:00:00,MAC004027,Std,0.0201912858660998
2012-07-08 05:30:00,MAC004027,Std,0.0085015940488841
2012-07-08 06:00:00,MAC004027,Std,0.0212539851222104
2012-07-08 06:30:00,MAC004027,Std,0.0053134962805526
2012-07-08 07:00:00,MAC004027,Std,0.0244420828905419
2012-07-08 07:30:00,MAC004027,Std,0.0031880977683315
2012-07-08 08:00:00,MAC004027,Std,0.0255047821466525
2012-07-08 08:30:00,MAC004027,Std,0.0371944739638682
2012-07-08 09:00:00,MAC004027,Std,0.0722635494155154
2012-07-08 09:30:00,MAC004027,Std,0.0456960680127523
2012-07-08 10:00:00,MAC004027,Std,0.0701381509032943
2012-07-08 10:30:00,MAC004027,Std,0.0541976620616365
2012-07-08 11:00:00,MAC004027,Std,0.1360255047821466
2012-07-08 11:30:00,MAC004027,Std,0.0414452709883103
2012-07-08 12:00:00,MAC004027,Std,0.0329436769394261
2012-07-08 12:30:00,MAC004027,Std,0.0085015940488841
2012-07-08 13:00:00,MAC004027,Std,0.0382571732199787
2012-07-08 13:30:00,MAC004027,Std,0.3113708820403825
2012-07-08 14:00:00,MAC004027,Std,0.3517534537725824
2012-07-08 14:30:00,MAC004027,Std,0.257173219978746
2012-07-08 15:00:00,MAC004027,Std,0.0733262486716259
2012-07-08 15:30:00,MAC004027,Std,0.0871413390010627
2012-07-08 16:00:00,MAC004027,Std,0.1168969181721572
2012-07-08 16:30:00,MAC004027,Std,0.1052072263549415
2012-07-08 17:00:00,MAC004027,Std,0.1827842720510095
2012-07-08 17:30:00,MAC004027,Std,0.1211477151965993
2012-07-08 18:00:00,MAC004027,Std,0.0903294367693942
2012-07-08 18:30:00,MAC004027,Std,0.0680127523910733
2012-07-08 19:00:00,MAC004027,Std,0.0743889479277364
2012-07-08 19:30:00,MAC004027,Std,0.4984059511158342
2012-07-08 20:00:00,MAC004027,Std,0.4707757704569607
2012-07-08 20:30:00,MAC004027,Std,0.0913921360255047
2012-07-08 21:00:00,MAC004027,Std,0.0626992561105207
2012-07-08 21:30:00,MAC004027,Std,0.0892667375132837
2012-07-08 22:00:00,MAC004027,Std,0.0637619553666312
2012-07-08 22:30:00,MAC004027,Std,0.0892667375132837
2012-07-08 23:00:00,MAC004027,Std,0.0478214665249734
2012-07-08 23:30:00,MAC004027,Std,0.0754516471838469
2012-07-09 00:00:00,MAC004027,Std,0.051009564293305
2012-07-09 00:30:00,MAC004027,Std,0.0669500531349628
2012-07-09 01:00:00,MAC004027,Std,0.053134962805526
2012-07-09 01:30:00,MAC004027,Std,0.0541976620616365
2012-07-09 02:00:00,MAC004027,Std,0.0116896918172157
2012-07-09 02:30:00,MAC004027,Std,0.0159404888416578
2012-07-09 03:00:00,MAC004027,Std,0.0148777895855472
2012-07-09 03:30:00,MAC004027,Std,0.0127523910733262
2012-07-09 04:00:00,MAC004027,Std,0.0180658873538788
2012-07-09 04:30:00,MAC004027,Std,0.0085015940488841
2012-07-09 05:00:00,MAC004027,Std,0.0223166843783209
2012-07-09 05:30:00,MAC004027,Std,0.0053134962805526
2012-07-09 06:00:00,MAC004027,Std,0.0255047821466525
2012-07-09 06:30:00,MAC004027,Std,0.002125398512221
2012-07-09 07:00:00,MAC004027,Std,0.0276301806588735
2012-07-09 07:30:00,MAC004027,Std,0.0170031880977683
2012-07-09 08:00:00,MAC004027,Std,0.0733262486716259
2012-07-09 08:30:00,MAC004027,Std,0.0456960680127523
2012-07-09 09:00:00,MAC004027,Std,0.0818278427205101
2012-07-09 09:30:00,MAC004027,Std,0.0669500531349628
2012-07-09 10:00:00,MAC004027,Std,0.1402763018065887
2012-07-09 10:30:00,MAC004027,Std,0.026567481402763
2012-07-09 11:00:00,MAC004027,Std,0.0276301806588735
2012-07-09 11:30:00,MAC004027,Std,0.0085015940488841
2012-07-09 12:00:00,MAC004027,Std,0.0191285866099893
2012-07-09 12:30:00,MAC004027,Std,0.0116896918172157
2012-07-09 13:00:00,MAC004027,Std,0.0191285866099893
2012-07-09 13:30:00,MAC004027,Std,0.0159404888416578
