datetime,id,stdorToU,Ppower
2012-07-06 12:00:00,MAC003996,Std,0.0303867403314917
2012-07-06 12:30:00,MAC003996,Std,0.0303867403314917
2012-07-06 13:00:00,MAC003996,Std,0.0276243093922651
2012-07-06 13:30:00,MAC003996,Std,0.0322283609576427
2012-07-06 14:00:00,MAC003996,Std,0.0267034990791896
2012-07-06 14:30:00,MAC003996,Std,0.0331491712707182
2012-07-06 15:00:00,MAC003996,Std,0.0276243093922651
2012-07-06 15:30:00,MAC003996,Std,0.0340699815837937
2012-07-06 16:00:00,MAC003996,Std,0.0257826887661141
2012-07-06 16:30:00,MAC003996,Std,0.0368324125230202
2012-07-06 17:00:00,MAC003996,Std,0.0239410681399631
2012-07-06 17:30:00,MAC003996,Std,0.0386740331491712
2012-07-06 18:00:00,MAC003996,Std,0.0211786372007366
2012-07-06 18:30:00,MAC003996,Std,0.0414364640883977
2012-07-06 19:00:00,MAC003996,Std,0.0193370165745856
2012-07-06 19:30:00,MAC003996,Std,0.0432780847145488
2012-07-06 20:00:00,MAC003996,Std,0.0165745856353591
2012-07-06 20:30:00,MAC003996,Std,0.1639042357274401
2012-07-06 21:00:00,MAC003996,Std,0.0534069981583793
2012-07-06 21:30:00,MAC003996,Std,0.076427255985267
2012-07-06 22:00:00,MAC003996,Std,0.0791896869244935
2012-07-06 22:30:00,MAC003996,Std,0.0534069981583793
2012-07-06 23:00:00,MAC003996,Std,0.0395948434622467
2012-07-06 23:30:00,MAC003996,Std,0.0322283609576427
2012-07-07 00:00:00,MAC003996,Std,0.0441988950276243
2012-07-07 00:30:00,MAC003996,Std,0.0239410681399631
2012-07-07 01:00:00,MAC003996,Std,0.0478821362799263
2012-07-07 01:30:00,MAC003996,Std,0.0220994475138121
2012-07-07 02:00:00,MAC003996,Std,0.0506445672191528
2012-07-07 02:30:00,MAC003996,Std,0.0220994475138121
2012-07-07 03:00:00,MAC003996,Std,0.0488029465930018
2012-07-07 03:30:00,MAC003996,Std,0.0211786372007366
2012-07-07 04:00:00,MAC003996,Std,0.0488029465930018
2012-07-07 04:30:00,MAC003996,Std,0.0230202578268876
2012-07-07 05:00:00,MAC003996,Std,0.0589318600368324
2012-07-07 05:30:00,MAC003996,Std,0.0257826887661141
2012-07-07 06:00:00,MAC003996,Std,0.0515653775322283
2012-07-07 06:30:00,MAC003996,Std,0.0257826887661141
2012-07-07 07:00:00,MAC003996,Std,0.0432780847145488
2012-07-07 07:30:00,MAC003996,Std,0.0395948434622467
2012-07-07 08:00:00,MAC003996,Std,0.1270718232044199
2012-07-07 08:30:00,MAC003996,Std,0.0662983425414364
2012-07-07 09:00:00,MAC003996,Std,0.0534069981583793
2012-07-07 09:30:00,MAC003996,Std,0.0322283609576427
2012-07-07 10:00:00,MAC003996,Std,0.0423572744014732
2012-07-07 10:30:00,MAC003996,Std,0.0184162062615101
2012-07-07 11:00:00,MAC003996,Std,0.0414364640883977
2012-07-07 11:30:00,MAC003996,Std,0.0174953959484346
2012-07-07 12:00:00,MAC003996,Std,0.0423572744014732
2012-07-07 12:30:00,MAC003996,Std,0.0156537753222836
2012-07-07 13:00:00,MAC003996,Std,0.0414364640883977
2012-07-07 13:30:00,MAC003996,Std,0.0165745856353591
2012-07-07 14:00:00,MAC003996,Std,0.0432780847145488
2012-07-07 14:30:00,MAC003996,Std,0.0165745856353591
2012-07-07 15:00:00,MAC003996,Std,0.0432780847145488
2012-07-07 15:30:00,MAC003996,Std,0.0156537753222836
2012-07-07 16:00:00,MAC003996,Std,0.0423572744014732
2012-07-07 16:30:00,MAC003996,Std,0.0174953959484346
2012-07-07 17:00:00,MAC003996,Std,0.0405156537753222
2012-07-07 17:30:00,MAC003996,Std,0.0220994475138121
2012-07-07 18:00:00,MAC003996,Std,0.0331491712707182
2012-07-07 18:30:00,MAC003996,Std,0.0303867403314917
2012-07-07 19:00:00,MAC003996,Std,0.0285451197053406
2012-07-07 19:30:00,MAC003996,Std,0.0349907918968692
2012-07-07 20:00:00,MAC003996,Std,0.0414364640883977
2012-07-07 20:30:00,MAC003996,Std,0.0303867403314917
2012-07-07 21:00:00,MAC003996,Std,0.0506445672191528
2012-07-07 21:30:00,MAC003996,Std,0.0239410681399631
2012-07-07 22:00:00,MAC003996,Std,0.0589318600368324
2012-07-07 22:30:00,MAC003996,Std,0.0248618784530386
2012-07-07 23:00:00,MAC003996,Std,0.0598526703499079
2012-07-07 23:30:00,MAC003996,Std,0.0313075506445672
2012-07-08 00:00:00,MAC003996,Std,0.0534069981583793
2012-07-08 00:30:00,MAC003996,Std,0.0331491712707182
2012-07-08 01:00:00,MAC003996,Std,0.0405156537753222
2012-07-08 01:30:00,MAC003996,Std,0.0331491712707182
2012-07-08 02:00:00,MAC003996,Std,0.0368324125230202
2012-07-08 02:30:00,MAC003996,Std,0.0349907918968692
2012-07-08 03:00:00,MAC003996,Std,0.0303867403314917
2012-07-08 03:30:00,MAC003996,Std,0.0322283609576427
2012-07-08 04:00:00,MAC003996,Std,0.0294659300184162
2012-07-08 04:30:00,MAC003996,Std,0.0294659300184162
2012-07-08 05:00:00,MAC003996,Std,0.0331491712707182
2012-07-08 05:30:00,MAC003996,Std,0.0423572744014732
2012-07-08 06:00:00,MAC003996,Std,0.0543278084714548
2012-07-08 06:30:00,MAC003996,Std,0.0377532228360957
2012-07-08 07:00:00,MAC003996,Std,0.0561694290976058
2012-07-08 07:30:00,MAC003996,Std,0.0340699815837937
2012-07-08 08:00:00,MAC003996,Std,0.1252302025782689
2012-07-08 08:30:00,MAC003996,Std,0.0662983425414364
2012-07-08 09:00:00,MAC003996,Std,0.0570902394106813
2012-07-08 09:30:00,MAC003996,Std,0.0156537753222836
2012-07-08 10:00:00,MAC003996,Std,0.0432780847145488
2012-07-08 10:30:00,MAC003996,Std,0.0165745856353591
2012-07-08 11:00:00,MAC003996,Std,0.0414364640883977
2012-07-08 11:30:00,MAC003996,Std,0.0156537753222836
2012-07-08 12:00:00,MAC003996,Std,0.0423572744014732
2012-07-08 12:30:00,MAC003996,Std,0.0202578268876611
2012-07-08 13:00:00,MAC003996,Std,0.0377532228360957
2012-07-08 13:30:00,MAC003996,Std,0.0257826887661141
2012-07-08 14:00:00,MAC003996,Std,0.0340699815837937
2012-07-08 14:30:00,MAC003996,Std,0.0294659300184162
2012-07-08 15:00:00,MAC003996,Std,0.0313075506445672
2012-07-08 15:30:00,MAC003996,Std,0.0303867403314917
2012-07-08 16:00:00,MAC003996,Std,0.0303867403314917
2012-07-08 16:30:00,MAC003996,Std,0.0303867403314917
2012-07-08 17:00:00,MAC003996,Std,0.0313075506445672
2012-07-08 17:30:00,MAC003996,Std,0.0303867403314917
2012-07-08 18:00:00,MAC003996,Std,0.0303867403314917
2012-07-08 18:30:00,MAC003996,Std,0.0414364640883977
2012-07-08 19:00:00,MAC003996,Std,0.0377532228360957
2012-07-08 19:30:00,MAC003996,Std,0.0386740331491712
2012-07-08 20:00:00,MAC003996,Std,0.0322283609576427
2012-07-08 20:30:00,MAC003996,Std,0.0285451197053406
2012-07-08 21:00:00,MAC003996,Std,0.0294659300184162
2012-07-08 21:30:00,MAC003996,Std,0.0469613259668508
2012-07-08 22:00:00,MAC003996,Std,0.0488029465930018
2012-07-08 22:30:00,MAC003996,Std,0.0644567219152854
2012-07-08 23:00:00,MAC003996,Std,0.0478821362799263
2012-07-08 23:30:00,MAC003996,Std,0.0423572744014732
2012-07-09 00:00:00,MAC003996,Std,0.0239410681399631
2012-07-09 00:30:00,MAC003996,Std,0.0368324125230202
2012-07-09 01:00:00,MAC003996,Std,0.0267034990791896
2012-07-09 01:30:00,MAC003996,Std,0.0359116022099447
2012-07-09 02:00:00,MAC003996,Std,0.0285451197053406
2012-07-09 02:30:00,MAC003996,Std,0.0322283609576427
2012-07-09 03:00:00,MAC003996,Std,0.0331491712707182
2012-07-09 03:30:00,MAC003996,Std,0.0257826887661141
2012-07-09 04:00:00,MAC003996,Std,0.0368324125230202
2012-07-09 04:30:00,MAC003996,Std,0.0211786372007366
2012-07-09 05:00:00,MAC003996,Std,0.0414364640883977
2012-07-09 05:30:00,MAC003996,Std,0.1316758747697974
2012-07-09 06:00:00,MAC003996,Std,0.1178637200736648
2012-07-09 06:30:00,MAC003996,Std,0.0211786372007366
2012-07-09 07:00:00,MAC003996,Std,0.0395948434622467
2012-07-09 07:30:00,MAC003996,Std,0.0193370165745856
2012-07-09 08:00:00,MAC003996,Std,0.0451197053406998
2012-07-09 08:30:00,MAC003996,Std,0.0156537753222836
2012-07-09 09:00:00,MAC003996,Std,0.0469613259668508
2012-07-09 09:30:00,MAC003996,Std,0.0156537753222836
2012-07-09 10:00:00,MAC003996,Std,0.0451197053406998
2012-07-09 10:30:00,MAC003996,Std,0.0193370165745856
2012-07-09 11:00:00,MAC003996,Std,0.0405156537753222
2012-07-09 11:30:00,MAC003996,Std,0.0230202578268876
2012-07-09 12:00:00,MAC003996,Std,0.0359116022099447
2012-07-09 12:30:00,MAC003996,Std,0.0285451197053406
2012-07-09 13:00:00,MAC003996,Std,0.0303867403314917
2012-07-09 13:30:00,MAC003996,Std,0.0331491712707182
2012-07-09 14:00:00,MAC003996,Std,0.0267034990791896
2012-07-09 14:30:00,MAC003996,Std,0.0377532228360957
2012-07-09 15:00:00,MAC003996,Std,0.0220994475138121
2012-07-09 15:30:00,MAC003996,Std,0.0423572744014732
2012-07-09 16:00:00,MAC003996,Std,0.0184162062615101
2012-07-09 16:30:00,MAC003996,Std,0.0460405156537753
2012-07-09 17:00:00,MAC003996,Std,0.0156537753222836
2012-07-09 17:30:00,MAC003996,Std,0.0515653775322283
2012-07-09 18:00:00,MAC003996,Std,0.0165745856353591
2012-07-09 18:30:00,MAC003996,Std,0.0755064456721915
2012-07-09 19:00:00,MAC003996,Std,0.0432780847145488
2012-07-09 19:30:00,MAC003996,Std,0.0690607734806629
2012-07-09 20:00:00,MAC003996,Std,0.0377532228360957
2012-07-09 20:30:00,MAC003996,Std,0.0515653775322283
2012-07-09 21:00:00,MAC003996,Std,0.0276243093922651
2012-07-09 21:30:00,MAC003996,Std,0.0570902394106813
2012-07-09 22:00:00,MAC003996,Std,0.0349907918968692
2012-07-09 22:30:00,MAC003996,Std,0.0589318600368324
2012-07-09 23:00:00,MAC003996,Std,0.0368324125230202
2012-07-09 23:30:00,MAC003996,Std,0.0515653775322283
2012-07-10 00:00:00,MAC003996,Std,0.0220994475138121
2012-07-10 00:30:00,MAC003996,Std,0.0395948434622467
2012-07-10 01:00:00,MAC003996,Std,0.0267034990791896
2012-07-10 01:30:00,MAC003996,Std,0.0322283609576427
2012-07-10 02:00:00,MAC003996,Std,0.0322283609576427
2012-07-10 02:30:00,MAC003996,Std,0.0276243093922651
2012-07-10 03:00:00,MAC003996,Std,0.0359116022099447
2012-07-10 03:30:00,MAC003996,Std,0.0239410681399631
2012-07-10 04:00:00,MAC003996,Std,0.0386740331491712
2012-07-10 04:30:00,MAC003996,Std,0.0211786372007366
2012-07-10 05:00:00,MAC003996,Std,0.0405156537753222
2012-07-10 05:30:00,MAC003996,Std,0.0211786372007366
