id,stdorToU,datetime,Ppower
MAC004012,ToU,2012-07-06 12:00:00.0000000,0.040031397174254316
MAC004012,ToU,2012-07-06 12:30:00.0000000,0.15070643642072212
MAC004012,ToU,2012-07-06 13:00:00.0000000,0.058084772370486655
MAC004012,ToU,2012-07-06 13:30:00.0000000,0.05102040816326531
MAC004012,ToU,2012-07-06 14:00:00.0000000,0.044740973312401885
MAC004012,ToU,2012-07-06 14:30:00.0000000,0.06671899529042387
MAC004012,ToU,2012-07-06 15:00:00.0000000,0.029042386185243328
MAC004012,ToU,2012-07-06 15:30:00.0000000,0.07064364207221349
MAC004012,ToU,2012-07-06 16:00:00.0000000,0.07692307692307693
MAC004012,ToU,2012-07-06 16:30:00.0000000,0.065149136577708
MAC004012,ToU,2012-07-06 17:00:00.0000000,0.22684458398744112
MAC004012,ToU,2012-07-06 17:30:00.0000000,0.25117739403453687
MAC004012,ToU,2012-07-06 18:00:00.0000000,0.30141287284144425
MAC004012,ToU,2012-07-06 18:30:00.0000000,0.29356357927786497
MAC004012,ToU,2012-07-06 19:00:00.0000000,0.09811616954474098
MAC004012,ToU,2012-07-06 19:30:00.0000000,0.10204081632653061
MAC004012,ToU,2012-07-06 20:00:00.0000000,0.08398744113029827
MAC004012,ToU,2012-07-06 20:30:00.0000000,0.09968602825745683
MAC004012,ToU,2012-07-06 21:00:00.0000000,0.0902668759811617
MAC004012,ToU,2012-07-06 21:30:00.0000000,0.07927786499215071
MAC004012,ToU,2012-07-06 22:00:00.0000000,0.07064364207221349
MAC004012,ToU,2012-07-06 22:30:00.0000000,0.05886970172684458
MAC004012,ToU,2012-07-06 23:00:00.0000000,0.030612244897959183
MAC004012,ToU,2012-07-06 23:30:00.0000000,0.06985871271585557
MAC004012,ToU,2012-07-07 00:00:00.0000000,0.022762951334379906
MAC004012,ToU,2012-07-07 00:30:00.0000000,0.06043956043956044
MAC004012,ToU,2012-07-07 01:00:00.0000000,0.04081632653061224
MAC004012,ToU,2012-07-07 01:30:00.0000000,0.029827315541601254
MAC004012,ToU,2012-07-07 02:00:00.0000000,0.07064364207221349
MAC004012,ToU,2012-07-07 02:30:00.0000000,0.022762951334379906
MAC004012,ToU,2012-07-07 03:00:00.0000000,0.05886970172684458
MAC004012,ToU,2012-07-07 03:30:00.0000000,0.0423861852433281
MAC004012,ToU,2012-07-07 04:00:00.0000000,0.04631083202511774
MAC004012,ToU,2012-07-07 04:30:00.0000000,0.04552590266875981
MAC004012,ToU,2012-07-07 05:00:00.0000000,0.047880690737833596
MAC004012,ToU,2012-07-07 05:30:00.0000000,0.029827315541601254
MAC004012,ToU,2012-07-07 06:00:00.0000000,0.058084772370486655
MAC004012,ToU,2012-07-07 06:30:00.0000000,0.07770800627943485
MAC004012,ToU,2012-07-07 07:00:00.0000000,0.058084772370486655
MAC004012,ToU,2012-07-07 07:30:00.0000000,0.0989010989010989
MAC004012,ToU,2012-07-07 08:00:00.0000000,0.05180533751962323
MAC004012,ToU,2012-07-07 08:30:00.0000000,0.08948194662480377
MAC004012,ToU,2012-07-07 09:00:00.0000000,0.044740973312401885
MAC004012,ToU,2012-07-07 09:30:00.0000000,0.03610675039246468
MAC004012,ToU,2012-07-07 10:00:00.0000000,0.06279434850863422
MAC004012,ToU,2012-07-07 10:30:00.0000000,0.03767660910518053
MAC004012,ToU,2012-07-07 11:00:00.0000000,0.05023547880690738
MAC004012,ToU,2012-07-07 11:30:00.0000000,0.05729984301412872
MAC004012,ToU,2012-07-07 12:00:00.0000000,0.05494505494505495
MAC004012,ToU,2012-07-07 12:30:00.0000000,0.03453689167974882
MAC004012,ToU,2012-07-07 13:00:00.0000000,0.07142857142857142
MAC004012,ToU,2012-07-07 13:30:00.0000000,0.03453689167974882
MAC004012,ToU,2012-07-07 14:00:00.0000000,0.038461538461538464
MAC004012,ToU,2012-07-07 14:30:00.0000000,0.06671899529042387
MAC004012,ToU,2012-07-07 15:00:00.0000000,0.022762951334379906
MAC004012,ToU,2012-07-07 15:30:00.0000000,0.06357927786499215
MAC004012,ToU,2012-07-07 16:00:00.0000000,0.040031397174254316
MAC004012,ToU,2012-07-07 16:30:00.0000000,0.04395604395604396
MAC004012,ToU,2012-07-07 17:00:00.0000000,0.04709576138147566
MAC004012,ToU,2012-07-07 17:30:00.0000000,0.04317111459968603
MAC004012,ToU,2012-07-07 18:00:00.0000000,0.036891679748822605
MAC004012,ToU,2012-07-07 18:30:00.0000000,0.05102040816326531
MAC004012,ToU,2012-07-07 19:00:00.0000000,0.05180533751962323
MAC004012,ToU,2012-07-07 19:30:00.0000000,0.027472527472527476
MAC004012,ToU,2012-07-07 20:00:00.0000000,0.07535321821036106
MAC004012,ToU,2012-07-07 20:30:00.0000000,0.02354788069073783
MAC004012,ToU,2012-07-07 21:00:00.0000000,0.04866562009419152
MAC004012,ToU,2012-07-07 21:30:00.0000000,0.05494505494505495
MAC004012,ToU,2012-07-07 22:00:00.0000000,0.0682888540031397
MAC004012,ToU,2012-07-07 22:30:00.0000000,0.13971742543171115
MAC004012,ToU,2012-07-07 23:00:00.0000000,0.1357927786499215
MAC004012,ToU,2012-07-07 23:30:00.0000000,0.07849293563579278
MAC004012,ToU,2012-07-08 00:00:00.0000000,0.05416012558869702
MAC004012,ToU,2012-07-08 00:30:00.0000000,0.065149136577708
MAC004012,ToU,2012-07-08 01:00:00.0000000,0.022762951334379906
MAC004012,ToU,2012-07-08 01:30:00.0000000,0.07221350078492936
MAC004012,ToU,2012-07-08 02:00:00.0000000,0.03218210361067504
MAC004012,ToU,2012-07-08 02:30:00.0000000,0.03767660910518053
MAC004012,ToU,2012-07-08 03:00:00.0000000,0.06200941915227629
MAC004012,ToU,2012-07-08 03:30:00.0000000,0.029042386185243328
MAC004012,ToU,2012-07-08 04:00:00.0000000,0.05023547880690738
MAC004012,ToU,2012-07-08 04:30:00.0000000,0.052590266875981166
MAC004012,ToU,2012-07-08 05:00:00.0000000,0.04709576138147566
