Timestep,Bus,Voltage
2012-07-07 16:30:00,bus_002,127.017
2012-07-07 16:30:00,bus_003,127.017
2012-07-07 16:30:00,bus_004,127.0172
2012-07-07 16:30:00,bus_005,126.9852
2012-07-07 17:00:00,bus_001,127.0171
2012-07-07 17:00:00,bus_002,127.017
2012-07-07 17:00:00,bus_003,127.017
2012-07-07 17:00:00,bus_004,127.0166
2012-07-07 17:00:00,bus_005,126.9793
2012-07-07 17:30:00,bus_001,127.0171
2012-07-07 17:30:00,bus_002,127.017
2012-07-07 17:30:00,bus_003,127.017
2012-07-07 17:30:00,bus_004,127.0159
2012-07-07 17:30:00,bus_005,126.975
2012-07-07 18:00:00,bus_001,127.0171
2012-07-07 18:00:00,bus_002,127.017
2012-07-07 18:00:00,bus_003,127.017
2012-07-07 18:00:00,bus_004,127.014
2012-07-07 18:00:00,bus_005,126.9852
2012-07-07 18:30:00,bus_001,127.0171
2012-07-07 18:30:00,bus_002,127.017
2012-07-07 18:30:00,bus_003,127.017
2012-07-07 18:30:00,bus_004,127.0134
2012-07-07 18:30:00,bus_005,126.9585
2012-07-07 19:00:00,bus_001,127.0171
2012-07-07 19:00:00,bus_002,127.017
2012-07-07 19:00:00,bus_003,127.017
2012-07-07 19:00:00,bus_004,127.0156
2012-07-07 19:00:00,bus_005,126.9832
2012-07-07 19:30:00,bus_001,127.0171
2012-07-07 19:30:00,bus_002,127.017
2012-07-07 19:30:00,bus_003,127.017
2012-07-07 19:30:00,bus_004,127.0136
2012-07-07 19:30:00,bus_005,126.9815
2012-07-07 20:00:00,bus_001,127.0171
2012-07-07 20:00:00,bus_002,127.017
2012-07-07 20:00:00,bus_003,127.017
2012-07-07 20:00:00,bus_004,127.0104
2012-07-07 20:00:00,bus_005,126.9818
2012-07-07 20:30:00,bus_001,127.0171
2012-07-07 20:30:00,bus_002,127.017
2012-07-07 20:30:00,bus_003,127.017
2012-07-07 20:30:00,bus_004,127.0032
2012-07-07 20:30:00,bus_005,126.9819
2012-07-07 21:00:00,bus_001,127.0171
2012-07-07 21:00:00,bus_002,127.017
2012-07-07 21:00:00,bus_003,127.017
2012-07-07 21:00:00,bus_004,127.0102
2012-07-07 21:00:00,bus_005,126.9784
2012-07-07 21:30:00,bus_001,127.0171
2012-07-07 21:30:00,bus_002,127.017
2012-07-07 21:30:00,bus_003,127.017
2012-07-07 21:30:00,bus_004,127.0123
2012-07-07 21:30:00,bus_005,126.9745
2012-07-07 22:00:00,bus_001,127.0171
2012-07-07 22:00:00,bus_002,127.017
2012-07-07 22:00:00,bus_003,127.017
2012-07-07 22:00:00,bus_004,127.0151
2012-07-07 22:00:00,bus_005,126.982
2012-07-07 22:30:00,bus_001,127.0171
2012-07-07 22:30:00,bus_002,127.017
2012-07-07 22:30:00,bus_003,127.0171
2012-07-07 22:30:00,bus_004,127.0147
2012-07-07 22:30:00,bus_005,127.0014
2012-07-07 23:00:00,bus_001,127.0171
2012-07-07 23:00:00,bus_002,127.017
2012-07-07 23:00:00,bus_003,127.0171
2012-07-07 23:00:00,bus_004,127.0148
2012-07-07 23:00:00,bus_005,126.9973
2012-07-07 23:30:00,bus_001,127.0171
2012-07-07 23:30:00,bus_002,127.017
2012-07-07 23:30:00,bus_003,127.0171
2012-07-07 23:30:00,bus_004,127.0161
2012-07-07 23:30:00,bus_005,126.9966
2012-07-08 00:00:00,bus_001,127.0171
2012-07-08 00:00:00,bus_002,127.017
2012-07-08 00:00:00,bus_003,127.0171
2012-07-08 00:00:00,bus_004,127.0148
2012-07-08 00:00:00,bus_005,126.9992
2012-07-08 00:30:00,bus_001,127.0171
2012-07-08 00:30:00,bus_002,127.017
2012-07-08 00:30:00,bus_003,127.0171
2012-07-08 00:30:00,bus_004,127.0171
2012-07-08 00:30:00,bus_005,127.0002
2012-07-08 01:00:00,bus_001,127.0171
2012-07-08 01:00:00,bus_002,127.017
2012-07-08 01:00:00,bus_003,127.0171
2012-07-08 01:00:00,bus_004,127.0153
2012-07-08 01:00:00,bus_005,126.9992
2012-07-08 01:30:00,bus_001,127.0171
2012-07-08 01:30:00,bus_002,127.017
2012-07-08 01:30:00,bus_003,127.0171
2012-07-08 01:30:00,bus_004,127.0168
2012-07-08 01:30:00,bus_005,127.0013
2012-07-08 02:00:00,bus_001,127.0171
2012-07-08 02:00:00,bus_002,127.017
2012-07-08 02:00:00,bus_003,127.0171
2012-07-08 02:00:00,bus_004,127.0136
2012-07-08 02:00:00,bus_005,127.0061
2012-07-08 02:30:00,bus_001,127.0171
2012-07-08 02:30:00,bus_002,127.0171
2012-07-08 02:30:00,bus_003,127.0171
2012-07-08 02:30:00,bus_004,127.0153
2012-07-08 02:30:00,bus_005,127.0108
2012-07-08 03:00:00,bus_001,127.0171
2012-07-08 03:00:00,bus_002,127.0171
2012-07-08 03:00:00,bus_003,127.0171
2012-07-08 03:00:00,bus_004,127.0157
2012-07-08 03:00:00,bus_005,127.006
2012-07-08 03:30:00,bus_001,127.0171
2012-07-08 03:30:00,bus_002,127.0171
2012-07-08 03:30:00,bus_003,127.0171
2012-07-08 03:30:00,bus_004,127.0163
2012-07-08 03:30:00,bus_005,127.0062
2012-07-08 04:00:00,bus_001,127.0171
2012-07-08 04:00:00,bus_002,127.0171
2012-07-08 04:00:00,bus_003,127.0171
2012-07-08 04:00:00,bus_004,127.0153
2012-07-08 04:00:00,bus_005,127.0083
2012-07-08 04:30:00,bus_001,127.0171
2012-07-08 04:30:00,bus_002,127.0171
2012-07-08 04:30:00,bus_003,127.0171
2012-07-08 04:30:00,bus_004,127.0146
2012-07-08 04:30:00,bus_005,127.012
2012-07-08 05:00:00,bus_001,127.0171
2012-07-08 05:00:00,bus_002,127.0171
2012-07-08 05:00:00,bus_003,127.0171
2012-07-08 05:00:00,bus_004,127.0177
2012-07-08 05:00:00,bus_005,127.0093
2012-07-08 05:30:00,bus_001,127.0171
2012-07-08 05:30:00,bus_002,127.017
2012-07-08 05:30:00,bus_003,127.0171
2012-07-08 05:30:00,bus_004,127.0142
2012-07-08 05:30:00,bus_005,127.0033
2012-07-08 06:00:00,bus_001,127.0171
2012-07-08 06:00:00,bus_002,127.017
2012-07-08 06:00:00,bus_003,127.0171
2012-07-08 06:00:00,bus_004,127.0132
2012-07-08 06:00:00,bus_005,127.0021
